ticket_id,reporter_id,datum,kategorie,priorita,status,popis
3585,452,2024-12-31 11:06:00,Hardware,P3,pending,Prosím o výměnu headset — je už za zenitem.
3586,782,2024-05-14 17:54:00,Software,P1,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3587,948,2024-08-03 15:03:00,Hardware,P2,pending,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3588,528,2024-04-10 10:04:00,Hardware,P4,closed,Nefunguje mi myš. Můžete se na to podívat?
3589,930,2025-03-17 10:28:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
3590,272,2024-10-25 14:12:00,Účet a přístup,P2,pending,Můj VPN profil nefunguje od pondělí.
3591,253,2024-02-23 16:25:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
3592,844,2024-11-19 16:47:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
3593,369,2024-04-20 11:44:00,Účet a přístup,P1,closed,Můj VPN profil nefunguje od pondělí.
3594,891,2024-02-09 14:54:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3595,366,2024-08-21 16:56:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3596,236,2024-12-05 09:43:00,Hardware,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3597,458,2024-10-28 08:57:00,Hardware,P4,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3598,496,2024-10-11 08:04:00,Software,P3,closed,Po updatu Figma se mi rozbilo VPN integrace.
3599,76,2025-03-23 08:22:00,Ostatní,P2,pending,Někdo mi v ledničce snědl oběd. Co s tím?
3600,220,2024-12-17 15:57:00,Hardware,P2,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3601,751,2024-07-30 12:32:00,Software,P2,closed,Po updatu Slack se mi rozbilo notifikace.
3602,869,2024-05-27 12:59:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na VS Code?
3603,930,2024-05-13 10:47:00,Hardware,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3604,914,2024-01-14 13:25:00,Hardware,P4,closed,Nefunguje mi monitor. Můžete se na to podívat?
3605,759,2024-04-14 10:05:00,Hardware,P4,open,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3606,887,2024-08-14 16:54:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
3607,50,2024-09-08 13:59:00,Software,P3,closed,Po updatu VS Code se mi rozbilo notifikace.
3608,11,2024-10-12 11:16:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3609,65,2025-05-01 13:27:00,Software,P2,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3610,928,2025-03-24 08:53:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
3611,667,2024-07-21 15:24:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Slack.
3612,338,2024-12-07 10:17:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
3613,100,2025-05-12 17:53:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
3614,789,2024-05-10 11:45:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
3615,162,2024-04-09 10:22:00,Hardware,P4,closed,Prosím o výměnu myš — je už za zenitem.
3616,243,2024-10-07 16:37:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
3617,725,2024-05-11 10:24:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
3618,55,2024-01-22 15:34:00,Software,P4,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
3619,477,2024-07-28 10:11:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
3620,304,2025-04-12 09:45:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
3621,795,2024-08-13 16:45:00,Hardware,P3,open,Prosím o výměnu myš — je už za zenitem.
3622,628,2025-05-06 10:37:00,Hardware,P3,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3623,9968,2025-01-26 10:19:00,Software,P3,closed,Po updatu Figma se mi rozbilo VPN integrace.
3624,214,2024-07-12 14:31:00,Hardware,P1,pending,Nefunguje mi headset. Můžete se na to podívat?
3625,9554,2024-07-24 09:35:00,Software,P3,closed,Po updatu VS Code se mi rozbilo VPN integrace.
3626,517,2024-01-02 11:39:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3627,789,2024-07-23 09:39:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Confluence.
3628,220,2024-03-04 15:17:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
3629,773,2024-01-08 12:13:00,Hardware,P4,closed,Nefunguje mi dock. Můžete se na to podívat?
3630,81,2024-11-09 11:52:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
3631,939,2024-08-08 08:05:00,Hardware,P4,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3632,850,2024-05-06 08:25:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
3633,797,2024-07-01 14:40:00,Hardware,P3,open,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3634,160,2024-03-28 17:52:00,Hardware,P2,pending,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3635,762,2024-05-05 11:06:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Slack?
3636,851,2024-06-22 08:39:00,Hardware,P1,closed,Nefunguje mi myš. Můžete se na to podívat?
3637,359,2024-10-04 10:35:00,Software,P3,closed,Po updatu Jira se mi rozbilo VPN integrace.
3638,608,2025-03-30 09:58:00,Hardware,P1,pending,Nefunguje mi notebook. Můžete se na to podívat?
3639,921,2024-10-21 15:16:00,Software,P4,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3640,412,2024-01-24 12:54:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Confluence.
3641,733,2024-11-17 12:52:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3642,397,2024-12-16 14:39:00,Účet a přístup,P4,pending,Nemám přístup ke sdílenému disku týmu.
3643,35,2024-07-19 16:24:00,Hardware,P4,pending,Prosím o výměnu dock — je už za zenitem.
3644,1001,2025-04-26 10:58:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
3645,543,2024-12-14 12:13:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
3646,647,2024-08-16 12:44:00,Hardware,P1,closed,Prosím o výměnu notebook — je už za zenitem.
3647,416,2025-02-16 15:53:00,Hardware,P2,pending,Prosím o výměnu notebook — je už za zenitem.
3648,360,2024-01-09 14:24:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
3649,798,2025-02-15 12:38:00,Hardware,P4,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3650,882,2025-04-09 09:32:00,Hardware,P3,pending,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3651,139,2024-06-20 11:03:00,Software,P4,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
3652,181,2024-03-12 17:52:00,Hardware,P2,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3653,396,2025-04-15 15:02:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
3654,591,2025-03-25 17:39:00,Ostatní,P2,closed,Klimatizace v open-spacu zase netáhne.
3655,639,2024-02-26 12:47:00,Software,P3,pending,Po updatu VS Code se mi rozbilo notifikace.
3656,284,2024-08-15 16:16:00,Software,P3,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
3657,629,2025-02-04 10:44:00,Software,P2,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3658,986,2024-10-31 10:21:00,Hardware,P1,closed,Prosím o výměnu klávesnice — je už za zenitem.
3659,731,2024-05-16 17:24:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3660,198,2024-01-26 13:44:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
3661,147,2025-01-15 12:47:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
3662,758,2024-09-14 16:29:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
3663,98,2024-10-09 17:43:00,Hardware,P3,pending,Prosím o výměnu notebook — je už za zenitem.
3664,541,2025-02-15 08:45:00,Hardware,P3,closed,Prosím o výměnu monitor — je už za zenitem.
3665,486,2024-05-02 08:26:00,Software,P3,open,Po updatu Jira se mi rozbilo notifikace.
3666,986,2024-08-19 10:27:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3667,439,2025-05-10 15:07:00,Hardware,P4,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3668,186,2024-04-07 08:27:00,Hardware,P4,open,Prosím o výměnu headset — je už za zenitem.
3669,629,2024-03-24 09:44:00,Účet a přístup,P1,closed,Zapomněl/a jsem heslo do Confluence.
3670,373,2024-10-27 08:16:00,Hardware,P3,closed,Prosím o výměnu headset — je už za zenitem.
3671,463,2025-05-04 11:14:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Jira.
3672,1011,2024-12-06 10:35:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
3673,587,2024-07-25 15:38:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
3674,825,2024-05-10 12:10:00,Hardware,P3,closed,Prosím o výměnu monitor — je už za zenitem.
3675,191,2025-04-25 17:31:00,Ostatní,P1,pending,Někdo mi v ledničce snědl oběd. Co s tím?
3676,419,2024-05-10 15:24:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Confluence.
3677,849,2025-01-23 14:05:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
3678,540,2025-03-23 09:38:00,Software,P3,open,Mohli byste mi prosím přidat licenci na VS Code?
3679,286,2024-04-18 11:34:00,Hardware,P2,closed,Nefunguje mi dock. Můžete se na to podívat?
3680,485,2024-09-26 10:55:00,Hardware,P4,closed,Nefunguje mi notebook. Můžete se na to podívat?
3681,892,2024-03-07 13:17:00,Hardware,P3,pending,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3682,839,2025-04-01 15:01:00,Hardware,P2,closed,Nefunguje mi monitor. Můžete se na to podívat?
3683,422,2024-11-07 11:47:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na VS Code?
3684,997,2025-02-09 15:44:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
3685,364,2025-01-16 11:54:00,Hardware,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
3686,1001,2024-01-31 15:49:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
3687,5,2025-01-31 13:17:00,Software,P2,pending,Po updatu Figma se mi rozbilo notifikace.
3688,355,2024-04-21 13:12:00,Hardware,P3,closed,Nefunguje mi notebook. Můžete se na to podívat?
3689,256,2024-03-30 17:14:00,Software,P3,pending,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
3690,316,2024-11-05 10:38:00,Software,P3,closed,Po updatu Slack se mi rozbilo SSO login.
3691,314,2024-02-07 11:11:00,Účet a přístup,P1,pending,Nemám přístup ke sdílenému disku týmu.
3692,127,2024-01-11 14:30:00,Účet a přístup,P1,open,Zapomněl/a jsem heslo do Jira.
3693,826,2024-10-18 12:33:00,Software,P4,open,Po updatu Slack se mi rozbilo sdílení obrazovky.
3694,76,2024-08-12 10:55:00,Hardware,P2,pending,Prosím o výměnu notebook — je už za zenitem.
3695, 827,2025-03-23 15:04:00,Software,P1,closed,Po updatu Figma se mi rozbilo VPN integrace.
3696,943,2025-04-26 12:47:00,Ostatní,P4,pending,Klimatizace v open-spacu zase netáhne.
3697,800,2024-12-30 10:43:00,Účet a přístup,P4,pending,Můj VPN profil nefunguje od pondělí.
3698,629,2024-06-26 08:21:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
3699,217,2024-12-29 11:40:00,Software,P1,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3700,858,2024-01-17 15:50:00,Hardware,P3,pending,Prosím o výměnu klávesnice — je už za zenitem.
3701,254,2024-12-01 10:20:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
3702,386,2025-01-13 13:00:00,Software,P1,open,Mohli byste mi prosím přidat licenci na Slack?
3703,567,2024-05-04 08:09:00,Software,P1,closed,Po updatu Figma se mi rozbilo SSO login.
3704,84,2024-02-18 10:21:00,Hardware,P3,open,Nefunguje mi myš. Můžete se na to podívat?
3705,402,2025-05-14 14:04:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Slack?
3706,81,2024-11-18 13:51:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
3707,884,2024-04-14 16:52:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
3708,779,2025-03-29 17:18:00,Hardware,P2,pending,Nefunguje mi monitor. Můžete se na to podívat?
3709,581,2024-04-22 12:59:00,Software,P2,closed,Po updatu Excel se mi rozbilo notifikace.
3710,554,2025-02-21 14:41:00,Software,P3,closed,Po updatu Jira se mi rozbilo SSO login.
3711,274,2025-01-04 14:25:00,Software,P3,closed,Po updatu VS Code se mi rozbilo notifikace.
3712,191,2024-06-04 10:02:00,Hardware,P2,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3713,613,2024-11-30 11:58:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na VS Code?
3714,30,2024-09-29 17:45:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
3715,850,2024-02-25 08:57:00,Hardware,P4,closed,Nefunguje mi myš. Můžete se na to podívat?
3716,924,2025-02-21 14:55:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3717,207,2024-04-05 08:38:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Slack.
3718,860,2024-08-22 11:11:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
3719,759,2025-04-10 13:23:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Excel?
3720,910,2025-04-08 14:46:00,Hardware,P4,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3721,31,2025-04-13 12:48:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
3722,718,2024-09-26 14:35:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
3723,155,2024-02-05 08:12:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
3724,183,2024-01-05 17:27:00,Software,P3,closed,Po updatu Jira se mi rozbilo SSO login.
3725,618,2024-04-22 13:40:00,Software,P4,closed,Po updatu VS Code se mi rozbilo VPN integrace.
3726,790,2024-10-24 17:36:00,Software,P3,pending,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3727,48,2024-08-06 13:51:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3728,119,2024-06-25 10:54:00,Software,P2,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
3729,19,2024-01-24 11:51:00,Ostatní,P3,pending,Někdo mi v ledničce snědl oběd. Co s tím?
3730,548,2024-05-31 11:27:00,Software,P4,pending,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
3731,715,2024-09-05 10:32:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3732,915,2024-05-29 17:40:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
3733,89,2024-04-21 11:06:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
3734,118,2025-01-08 10:59:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3735,650,2025-05-05 12:20:00,Hardware,P3,pending,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3736,256,2024-08-04 09:52:00,Software,P3,closed,Po updatu VS Code se mi rozbilo SSO login.
3737,283,2025-01-29 11:14:00,Hardware,P4,pending,Nefunguje mi monitor. Můžete se na to podívat?
3738,840,2024-10-17 11:49:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
3739,1012,2024-08-23 13:35:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
3740,122,2025-03-18 09:37:00,Hardware,P3,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3741,43,2024-03-13 12:24:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
3742,464,2025-01-07 13:15:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
3743,209,2025-01-11 16:00:00,Software,P3,closed,Po updatu VS Code se mi rozbilo notifikace.
3744,153,2024-03-20 15:38:00,Software,P2,pending,Mohli byste mi prosím přidat licenci na Excel?
3745,343,2024-04-01 14:46:00,Hardware,P1,closed,Prosím o výměnu notebook — je už za zenitem.
3746,716,2025-04-27 08:07:00,Hardware,P4,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
3747,813,2024-01-17 10:00:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Figma?
3748,593,2024-07-19 15:31:00,Hardware,P4,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
3749,987,2024-04-06 17:51:00,Software,P3,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
3750,173,2025-02-16 10:30:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
3751,658,2024-11-11 13:17:00,Hardware,P2,closed,Prosím o výměnu myš — je už za zenitem.
3752,354,2025-03-31 11:08:00,Software,P3,closed,Po updatu VS Code se mi rozbilo sdílení obrazovky.
3753,958,2024-09-12 16:58:00,Hardware,P3,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3754,359,2024-04-27 13:08:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
3755,740,2024-01-20 16:01:00,Hardware,P4,closed,Prosím o výměnu headset — je už za zenitem.
3756,544,2024-10-10 14:59:00,Ostatní,P2,closed,Někdo mi v ledničce snědl oběd. Co s tím?
3757,1007,2024-04-12 12:03:00,Účet a přístup,P2,pending,Zapomněl/a jsem heslo do Jira.
3758,159,2024-05-20 15:13:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
3759,41,2025-05-12 11:37:00,Ostatní,P1,closed,Někdo mi v ledničce snědl oběd. Co s tím?
3760,242,2025-02-23 10:42:00,Hardware,P2,closed,Prosím o výměnu klávesnice — je už za zenitem.
3761,1002,2024-01-31 15:57:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3762,763,2024-10-12 09:46:00,Hardware,P3,pending,Prosím o výměnu klávesnice — je už za zenitem.
3763,15,2024-04-17 08:14:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Excel?
3764,251,2024-03-13 16:08:00,Ostatní,P1,pending,Nefunguje kávovar v 3. patře.
3765,91,2024-11-02 13:22:00,Ostatní,P4,closed,Klimatizace v open-spacu zase netáhne.
3766,746,2025-03-06 08:28:00,Hardware,P3,closed,Prosím o výměnu monitor — je už za zenitem.
3767,200,2024-03-10 10:34:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Confluence.
3768,122,2024-04-08 17:06:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
3769,950,2024-08-11 16:32:00,Účet a přístup,P2,open,Nemám přístup ke sdílenému disku týmu.
3770,988,2024-06-27 15:37:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
3771,408,2024-11-10 13:16:00,Účet a přístup,P4,open,Můj VPN profil nefunguje od pondělí.
3772,705,2025-05-07 12:20:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3773,923,2024-06-13 08:12:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
3774,488,2024-03-23 13:05:00,Software,P1,open,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
3775,314,2024-12-06 13:57:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Jira.
3776,861,2025-03-10 10:25:00,Software,P3,open,Po updatu Figma se mi rozbilo sdílení obrazovky.
3777,712,2024-08-07 12:51:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
3778,828,2024-10-20 10:01:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
3779,393,2025-02-03 17:21:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Figma?
3780,651,2024-07-13 17:48:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
3781,837,2024-03-31 11:49:00,Software,P1,closed,Mohli byste mi prosím přidat licenci na Excel?
3782,1006,2025-05-04 08:19:00,Hardware,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
3783,187,2025-04-02 12:51:00,Hardware,P3,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3784,224,2024-07-23 10:43:00,Účet a přístup,P3,open,Zapomněl/a jsem heslo do interní portál.
3785,740,2024-10-25 09:19:00,Hardware,P3,open,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3786,403,2024-10-05 17:49:00,Účet a přístup,P1,closed,Nemám přístup ke sdílenému disku týmu.
3787,973,2024-04-20 12:20:00,Hardware,P4,pending,Nefunguje mi myš. Můžete se na to podívat?
3788,94,2024-12-20 17:13:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
3789,270,2024-12-02 09:39:00,Ostatní,P3,open,Někdo mi v ledničce snědl oběd. Co s tím?
3790,572,2024-11-25 08:18:00,Účet a přístup,P2,pending,Můj VPN profil nefunguje od pondělí.
3791,168,2024-11-07 13:32:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
3792,79,2024-03-09 09:40:00,Hardware,P2,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3793,194,2025-04-04 12:16:00,Hardware,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
3794,741,2024-04-10 16:02:00,Účet a přístup,P1,pending,Zapomněl/a jsem heslo do Confluence.
3795,162,2024-01-24 14:34:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
3796,619,2024-09-11 15:52:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
3797,214,2024-05-08 17:05:00,Software,P4,pending,Po updatu VS Code se mi rozbilo notifikace.
3798,113,2024-05-11 08:26:00,Hardware,P1,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3799,660,2024-04-21 09:09:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
3800,62,2024-11-08 08:55:00,Hardware,P4,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3801,448,2024-12-24 16:35:00,Hardware,P3,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3802,374,2024-11-23 08:55:00,Software,P2,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3803,805,2024-07-22 10:32:00,Ostatní,P2,closed,Klimatizace v open-spacu zase netáhne.
3804,628,2024-02-23 11:38:00,Hardware,P3,open,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3805,997,2024-02-08 10:10:00,Software,P4,open,Po updatu Slack se mi rozbilo VPN integrace.
3806,56,2024-03-13 09:52:00,Ostatní,P3,pending,Nefunguje kávovar v 3. patře.
3807,422,2024-10-22 13:42:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Slack.
3808,581,2025-03-15 13:51:00,Hardware,P4,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3809,833,2024-05-06 13:24:00,Účet a přístup,P1,closed,Zapomněl/a jsem heslo do Slack.
3810,14,2024-01-08 13:42:00,Hardware,P3,pending,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3811,247,2024-04-22 14:20:00,Hardware,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3812,44,2024-01-13 14:36:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
3813,241,2024-01-28 09:44:00,Software,P4,closed,Po updatu VS Code se mi rozbilo notifikace.
3814,201,2024-02-24 17:27:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
3815,806,2024-01-18 15:07:00,Hardware,P3,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
3816,548,2024-04-15 17:28:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
3817,940,2024-12-14 17:48:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3818,531,2024-10-22 10:55:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
3819,518,2024-05-20 16:18:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
3820,896,2024-08-14 17:16:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
3821,260,2024-01-03 17:34:00,Hardware,P2,open,Prosím o výměnu notebook — je už za zenitem.
3822,276,2024-06-18 16:18:00,Software,P4,closed,Po updatu Jira se mi rozbilo VPN integrace.
3823,126,2025-03-09 11:10:00,Ostatní,P1,pending,Nefunguje kávovar v 3. patře.
3824,189,2024-02-13 11:49:00,Software,P2,pending,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
3825,332,2025-01-03 15:59:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Jira?
3826,9608,2024-10-26 17:24:00,Hardware,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
3827,927,2024-02-01 17:55:00,Hardware,P4,closed,Nefunguje mi dock. Můžete se na to podívat?
3828,510,2024-09-21 10:29:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Jira.
3829,194,2024-12-03 12:04:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
3830,25,2024-10-31 11:48:00,Ostatní,P2,open,Klimatizace v open-spacu zase netáhne.
3831,711,2024-01-12 16:49:00,Ostatní,P4,open,Klimatizace v open-spacu zase netáhne.
3832,401,2024-03-28 10:03:00,Účet a přístup,P2,pending,Nemám přístup ke sdílenému disku týmu.
3833,135,2024-03-05 08:48:00,Hardware,P4,closed,Prosím o výměnu headset — je už za zenitem.
3834,324,2025-02-23 10:52:00,Hardware,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
3835,468,2024-09-08 11:30:00,Hardware,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
3836,921,2025-01-27 08:14:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
3837,454,2024-11-06 12:11:00,Software,P4,closed,Po updatu Figma se mi rozbilo sdílení obrazovky.
3838,109,2024-07-05 11:39:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Jira.
3839,158,2024-06-20 15:05:00,Účet a přístup,P4,pending,Nemám přístup ke sdílenému disku týmu.
3840,824,2024-04-20 17:45:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Slack.
3841,423,2024-02-27 14:51:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
3842,274,2025-02-25 09:44:00,Software,P3,closed,Po updatu Figma se mi rozbilo notifikace.
